,Geneid,Ctrl_1,Ctrl_2,Lhx2_HD_EnR_1,Lhx2_HD_EnR_2
21322,ENSMUSG00000070568.12,0,2,1,4
21323,ENSMUSG00000038260.10,480,514,478,654
21324,ENSMUSG00000046721.11,59,264,87,260
21325,ENSMUSG00000038239.11,18,29,27,38
21326,ENSMUSG00000003863.18,3269,3522,3337,4854
21327,ENSMUSG00000091510.4,25,39,40,55
21328,ENSMUSG00000003872.9,125,135,117,193
21329,ENSMUSG00000110070.1,23,24,45,46
21330,ENSMUSG00000063511.11,15400,14875,24039,24785
21331,ENSMUSG00000084519.1,23,21,62,72
21332,ENSMUSG00000038201.10,0,0,0,0
21333,ENSMUSG00000074121.3,3,0,1,1
21334,ENSMUSG00000100916.3,1,0,2,1
21335,ENSMUSG00000003868.14,2045,2165,3665,4021
21336,ENSMUSG00000003865.16,600,751,1144,1138
21337,ENSMUSG00000050708.16,7790,9909,11530,18344
21338,ENSMUSG00000076036.1,0,0,0,0
21339,ENSMUSG00000110350.1,19,30,36,24
21340,ENSMUSG00000003873.11,1052,1262,1667,2108
21341,ENSMUSG00000109926.1,0,0,0,0
21342,ENSMUSG00000011382.8,55,113,224,215
21343,ENSMUSG00000023467.18,0,5,14,11
21344,ENSMUSG00000030824.17,1567,2209,2262,2933
21345,ENSMUSG00000110387.1,0,0,0,0
21346,ENSMUSG00000040435.12,330,359,576,689
21347,ENSMUSG00000040428.19,59,76,67,74
21348,ENSMUSG00000110144.1,3,0,2,3
21349,ENSMUSG00000030825.19,1,3,2,2
21350,ENSMUSG00000109644.1,32,66,67,68
21351,ENSMUSG00000030826.19,516,636,776,834
21352,ENSMUSG00000109632.1,11,4,7,17
21353,ENSMUSG00000030827.5,0,1,0,0
21354,ENSMUSG00000008461.6,2,3,2,5
21355,ENSMUSG00000064158.6,6,9,2,8
21356,ENSMUSG00000044562.12,438,693,419,423
21357,ENSMUSG00000109998.1,12,14,14,11
21358,ENSMUSG00000110357.1,72,94,121,107
21359,ENSMUSG00000042918.17,45,70,60,42
21360,ENSMUSG00000055978.5,3,14,1,5
21361,ENSMUSG00000040364.8,3,18,1,2
21362,ENSMUSG00000070564.15,1,28,1,2
21363,ENSMUSG00000003273.14,1353,1375,1191,1673
21364,ENSMUSG00000059824.12,113,121,163,234
21365,ENSMUSG00000057342.15,754,889,1305,1383
21366,ENSMUSG00000059070.16,6152,7175,10321,12947
21367,ENSMUSG00000054161.12,10,5,12,4
21368,ENSMUSG00000070563.6,0,2,5,0
21369,ENSMUSG00000003271.17,364,313,301,306
21370,ENSMUSG00000109602.1,5,11,3,0
21371,ENSMUSG00000062044.15,11294,10688,12842,16312
21372,ENSMUSG00000003269.16,4444,4314,6752,9702
21373,ENSMUSG00000110197.1,3,4,3,8
21374,ENSMUSG00000058743.6,18,37,27,40
21375,ENSMUSG00000053801.18,591,668,882,1107
21376,ENSMUSG00000110020.1,5,25,1,8
21377,ENSMUSG00000002771.12,380,532,262,476
21378,ENSMUSG00000002778.14,1489,1902,2236,3109
21379,ENSMUSG00000088555.1,1,0,3,1
21380,ENSMUSG00000040231.16,5,4,5,5
21381,ENSMUSG00000002781.19,251,358,406,675
21382,ENSMUSG00000040212.12,18,142,60,28
21383,ENSMUSG00000110208.1,5,1,11,2
21384,ENSMUSG00000040189.17,55,55,68,90
21385,ENSMUSG00000109673.1,2,5,7,4
21386,ENSMUSG00000030834.7,14,28,19,40
21387,ENSMUSG00000109702.1,1,0,0,0
21388,ENSMUSG00000030835.6,2674,3219,4130,5293
21389,ENSMUSG00000109882.1,28,11,44,70
21390,ENSMUSG00000096146.2,1003,583,2154,1979
21391,ENSMUSG00000040136.10,2241,1024,4405,4847
21392,ENSMUSG00000110146.1,20,7,140,38
21393,ENSMUSG00000110240.1,35,20,93,53
21394,ENSMUSG00000030838.17,6,20,14,40
21395,ENSMUSG00000110060.1,2,0,3,4
21396,ENSMUSG00000009487.10,1,0,6,6
21397,ENSMUSG00000109962.1,0,0,0,0
21398,ENSMUSG00000009471.4,2,1,0,3
21399,ENSMUSG00000058975.7,2310,2402,2912,4222
21400,ENSMUSG00000030839.11,466,580,594,897
21401,ENSMUSG00000094229.1,2,4,5,5
21402,ENSMUSG00000110316.1,88,111,48,157
21403,ENSMUSG00000087492.2,3,0,3,2
21404,ENSMUSG00000110272.1,0,0,1,1
21405,ENSMUSG00000040046.14,12,9,40,34
21406,ENSMUSG00000110010.1,145,131,340,280
21407,ENSMUSG00000006763.14,957,940,1812,1931
21408,ENSMUSG00000040026.8,1,4,716,43
21409,ENSMUSG00000040017.8,0,0,0,0
21410,ENSMUSG00000109624.1,0,0,1,0
21411,ENSMUSG00000074115.5,0,0,2,0
21412,ENSMUSG00000057465.5,0,0,0,0
21413,ENSMUSG00000014418.16,1046,1103,2128,1956
21414,ENSMUSG00000110087.1,21,23,55,55
21415,ENSMUSG00000006599.13,1425,1632,2483,2866
21416,ENSMUSG00000087298.3,18,22,33,27
21417,ENSMUSG00000109663.1,0,6,7,5
21418,ENSMUSG00000063229.15,5630,7439,10299,12828
21419,ENSMUSG00000030851.14,0,0,2,1
21420,ENSMUSG00000014402.15,3539,3904,6262,7490
21421,ENSMUSG00000110213.1,1,0,3,0
21422,ENSMUSG00000043262.16,546,596,1156,947
21423,ENSMUSG00000109231.1,37,30,90,55
21424,ENSMUSG00000110416.1,2,3,3,2
21425,ENSMUSG00000110001.1,0,4,3,1
21426,ENSMUSG00000109637.1,0,0,0,0
21427,ENSMUSG00000056509.10,0,0,0,1
21428,ENSMUSG00000049516.9,508,568,1189,1024
21429,ENSMUSG00000109118.1,25,44,57,57
21430,ENSMUSG00000109634.1,1,1,0,0
21431,ENSMUSG00000010307.7,274,399,396,570
21432,ENSMUSG00000030854.17,3065,4884,2881,6020
21433,ENSMUSG00000098960.1,2,3,1,3
21434,ENSMUSG00000109501.1,14,25,12,17
21435,ENSMUSG00000109200.1,0,0,1,0
21436,ENSMUSG00000052303.6,0,0,0,0
21437,ENSMUSG00000074111.4,0,0,0,0
21438,ENSMUSG00000099560.1,0,0,0,0
21439,ENSMUSG00000050650.7,0,0,0,0
21440,ENSMUSG00000109164.1,0,0,0,4
21441,ENSMUSG00000100470.1,0,0,0,0
21442,ENSMUSG00000095085.1,0,0,0,0
21443,ENSMUSG00000093973.1,0,0,0,0
21444,ENSMUSG00000096719.1,0,0,0,0
21445,ENSMUSG00000101780.1,0,0,0,0
21446,ENSMUSG00000101944.1,0,0,0,0
21447,ENSMUSG00000101664.1,0,0,0,0
21448,ENSMUSG00000099659.1,0,0,0,0
21449,ENSMUSG00000078698.3,0,0,0,0
21450,ENSMUSG00000100665.1,0,0,0,0
21451,ENSMUSG00000101087.1,0,0,0,0
21452,ENSMUSG00000101817.1,0,0,0,0
21453,ENSMUSG00000099603.1,0,0,0,0
21454,ENSMUSG00000101739.1,0,0,0,0
21455,ENSMUSG00000077110.1,0,0,0,0
21456,ENSMUSG00000100920.1,0,0,0,0
21457,ENSMUSG00000102109.1,0,0,0,0
21458,ENSMUSG00000102068.1,0,0,0,0
21459,ENSMUSG00000102128.1,0,0,0,0
21460,ENSMUSG00000101622.1,0,0,0,0
21461,ENSMUSG00000101101.1,0,0,0,0
21462,ENSMUSG00000101759.1,0,0,0,0
21463,ENSMUSG00000101906.1,0,0,0,0
21464,ENSMUSG00000067173.3,0,0,0,0
21465,ENSMUSG00000070552.2,0,0,0,0
21466,ENSMUSG00000101063.1,0,0,0,0
21467,ENSMUSG00000102003.1,0,0,0,0
21468,ENSMUSG00000101900.1,0,0,0,0
21469,ENSMUSG00000102100.1,0,0,0,0
21470,ENSMUSG00000101352.1,0,0,0,0
21471,ENSMUSG00000070551.3,0,0,0,0
21472,ENSMUSG00000101543.1,0,0,0,0
21473,ENSMUSG00000070550.2,0,0,0,0
21474,ENSMUSG00000097955.1,0,0,0,0
21475,ENSMUSG00000099952.1,0,0,0,0
21476,ENSMUSG00000099620.1,0,0,0,0
21477,ENSMUSG00000100687.1,0,0,0,0
21478,ENSMUSG00000050870.4,0,0,0,0
21479,ENSMUSG00000070547.4,0,0,0,0
21480,ENSMUSG00000074109.4,0,0,0,0
21481,ENSMUSG00000050425.2,0,0,0,0
21482,ENSMUSG00000101362.1,0,0,0,0
21483,ENSMUSG00000100250.1,0,0,0,0
21484,ENSMUSG00000070546.2,0,0,0,0
21485,ENSMUSG00000099889.1,0,0,0,0
21486,ENSMUSG00000109170.1,0,0,0,0
21487,ENSMUSG00000030471.17,1011,1194,1723,2107
21488,ENSMUSG00000109317.1,26,13,23,31
21489,ENSMUSG00000030470.15,0,1,0,0
21490,ENSMUSG00000046179.17,108,100,633,268
21491,ENSMUSG00000085995.2,2,8,15,6
21492,ENSMUSG00000110093.1,0,0,0,0
21493,ENSMUSG00000052512.17,8910,7593,15591,15774
21494,ENSMUSG00000109507.1,0,0,0,0
21495,ENSMUSG00000109068.1,1,0,0,0
21496,ENSMUSG00000109203.1,4,0,1,10
21497,ENSMUSG00000108950.1,3,1,3,1
21498,ENSMUSG00000103834.1,0,1,0,1
21499,ENSMUSG00000109051.1,2,1,3,1
21500,ENSMUSG00000102148.1,2,2,1,4
21501,ENSMUSG00000030507.6,1,1,3,2
21502,ENSMUSG00000039745.8,41,43,52,82
21503,ENSMUSG00000030505.17,922,1045,1705,1966
21504,ENSMUSG00000109154.1,0,1,5,4
21505,ENSMUSG00000097864.1,3,2,8,8
21506,ENSMUSG00000039728.15,1,5,2,0
21507,ENSMUSG00000055409.14,80,242,95,128
21508,ENSMUSG00000085265.1,0,0,0,0
21509,ENSMUSG00000084234.2,0,0,0,0
21510,ENSMUSG00000109409.1,0,0,0,0
21511,ENSMUSG00000108958.1,0,0,0,0
21512,ENSMUSG00000109494.1,0,0,0,0
21513,ENSMUSG00000109476.1,0,0,0,0
21514,ENSMUSG00000109172.1,0,0,0,0
21515,ENSMUSG00000109173.1,0,0,0,0
21516,ENSMUSG00000109202.1,0,0,0,0
21517,ENSMUSG00000108963.1,0,1,0,3
21518,ENSMUSG00000109443.1,0,0,0,0
21519,ENSMUSG00000109059.1,36,42,61,76
21520,ENSMUSG00000055489.8,10,20,28,44
21521,ENSMUSG00000030500.6,1239,1182,3236,3573
21522,ENSMUSG00000109437.1,8,8,23,12
21523,ENSMUSG00000109331.1,0,0,1,1
21524,ENSMUSG00000078636.4,0,2,2,2
21525,ENSMUSG00000102124.1,0,0,2,0
21526,ENSMUSG00000108842.1,64,87,130,141
21527,ENSMUSG00000108957.1,128,150,297,326
21528,ENSMUSG00000092118.1,125,126,309,269
21529,ENSMUSG00000030498.15,217,251,610,520
21530,ENSMUSG00000074093.4,784,757,1276,1446
21531,ENSMUSG00000094445.7,0,0,0,1
21532,ENSMUSG00000109526.1,0,0,0,0
21533,ENSMUSG00000088722.1,0,0,0,0
21534,ENSMUSG00000109026.1,0,0,0,0
21535,ENSMUSG00000109099.1,0,0,0,0
21536,ENSMUSG00000074092.5,1,3,1,2
21537,ENSMUSG00000070203.1,0,0,0,0
21538,ENSMUSG00000099176.1,0,0,0,0
21539,ENSMUSG00000109312.1,0,0,0,0
21540,ENSMUSG00000099089.1,0,0,0,0
21541,ENSMUSG00000092856.2,0,0,0,0
21542,ENSMUSG00000099647.1,5,10,10,5
21543,ENSMUSG00000109050.1,0,0,0,0
21544,ENSMUSG00000063297.7,573,1524,1125,3211
21545,ENSMUSG00000108474.1,0,0,0,0
21546,ENSMUSG00000108665.1,0,0,0,0
21547,ENSMUSG00000108581.1,0,0,0,0
21548,ENSMUSG00000108756.1,0,0,0,0
21549,ENSMUSG00000108519.1,0,1,1,2
21550,ENSMUSG00000108326.1,0,0,1,0
21551,ENSMUSG00000077163.1,0,0,0,0
21552,ENSMUSG00000108325.1,4,10,15,41
21553,ENSMUSG00000108744.1,0,1,0,0
21554,ENSMUSG00000108363.1,0,0,0,0
21555,ENSMUSG00000088640.1,0,0,0,0
21556,ENSMUSG00000051504.18,14,25,29,85
21557,ENSMUSG00000033790.11,1110,1308,2501,2561
21558,ENSMUSG00000030447.15,2675,3156,4552,5135
21559,ENSMUSG00000092526.1,5,4,21,11
21560,ENSMUSG00000108701.1,42,38,70,64
21561,ENSMUSG00000030452.16,568,704,1109,1201
21562,ENSMUSG00000087178.7,171,192,234,342
21563,ENSMUSG00000108358.1,251,312,290,447
21564,ENSMUSG00000047037.5,783,1053,1138,1611
21565,ENSMUSG00000085927.1,0,0,0,0
21566,ENSMUSG00000108640.1,18,9,29,28
21567,ENSMUSG00000108443.1,41,29,76,53
21568,ENSMUSG00000078087.5,0,0,0,0
21569,ENSMUSG00000108659.1,0,4,2,6
21570,ENSMUSG00000030451.15,12536,14652,19114,23222
21571,ENSMUSG00000108347.1,6,8,36,21
21572,ENSMUSG00000030450.11,12,19,11,25
21573,ENSMUSG00000108773.1,0,0,0,0
21574,ENSMUSG00000055026.13,143,441,140,317
21575,ENSMUSG00000108488.1,0,0,0,0
21576,ENSMUSG00000108647.1,0,0,0,0
21577,ENSMUSG00000108586.1,0,0,0,0
21578,ENSMUSG00000108450.1,0,0,0,0
21579,ENSMUSG00000108556.1,0,0,0,1
21580,ENSMUSG00000108377.1,0,0,0,0
21581,ENSMUSG00000055048.7,5,15,3,13
21582,ENSMUSG00000055078.7,462,623,425,1299
21583,ENSMUSG00000033676.13,5391,5630,6527,10060
21584,ENSMUSG00000099203.1,2,0,0,0
21585,ENSMUSG00000109439.1,0,0,1,0
21586,ENSMUSG00000108597.1,3,1,9,12
21587,ENSMUSG00000109086.1,3,4,11,3
21588,ENSMUSG00000109475.1,0,0,0,0
21589,ENSMUSG00000109339.1,0,0,0,0
21590,ENSMUSG00000077784.1,0,0,0,0
21591,ENSMUSG00000077356.1,0,0,0,0
21592,ENSMUSG00000109348.1,0,0,0,0
21593,ENSMUSG00000108877.1,0,0,0,0
21594,ENSMUSG00000025324.8,91,139,241,226
21595,ENSMUSG00000109393.1,0,0,1,0
21596,ENSMUSG00000109434.1,0,0,1,1
21597,ENSMUSG00000086926.2,11,10,7,28
21598,ENSMUSG00000109261.1,0,0,0,0
21599,ENSMUSG00000109252.1,0,0,0,0
21600,ENSMUSG00000108909.1,0,0,0,0
21601,ENSMUSG00000109221.1,0,0,0,0
21602,ENSMUSG00000108838.1,0,0,0,0
21603,ENSMUSG00000108902.1,0,0,0,0
21604,ENSMUSG00000109308.1,0,0,0,0
21605,ENSMUSG00000109332.1,11,6,20,10
21606,ENSMUSG00000109536.1,634,694,1000,1114
21607,ENSMUSG00000025326.12,3430,3639,6400,6844
21608,ENSMUSG00000109362.1,9,11,24,20
21609,ENSMUSG00000108943.1,13,24,33,29
21610,ENSMUSG00000108880.1,6,6,11,12
21611,ENSMUSG00000108886.1,8,6,20,17
21612,ENSMUSG00000100826.6,2860,3486,5111,5261
21613,ENSMUSG00000109157.1,42,25,67,56
21614,ENSMUSG00000109122.1,52,55,67,81
21615,ENSMUSG00000077615.1,0,0,0,0
21616,ENSMUSG00000064377.1,35,36,44,35
21617,ENSMUSG00000077681.1,0,0,0,0
21618,ENSMUSG00000094095.1,0,1,0,0
21619,ENSMUSG00000094465.1,0,0,0,0
21620,ENSMUSG00000094476.1,0,0,0,0
21621,ENSMUSG00000094068.1,0,0,0,1
21622,ENSMUSG00000096387.1,0,0,0,0
21623,ENSMUSG00000094631.1,0,0,0,0
21624,ENSMUSG00000094034.1,0,0,0,0
21625,ENSMUSG00000096046.1,0,0,1,0
21626,ENSMUSG00000095425.1,0,0,0,0
21627,ENSMUSG00000094883.1,0,0,0,2
21628,ENSMUSG00000094038.1,1,1,0,0
21629,ENSMUSG00000094508.1,1,0,1,0
21630,ENSMUSG00000095418.1,0,0,0,0
21631,ENSMUSG00000095739.1,0,0,0,0
21632,ENSMUSG00000095342.1,0,0,0,0
21633,ENSMUSG00000096799.1,0,0,0,0
21634,ENSMUSG00000093997.1,0,0,0,0
21635,ENSMUSG00000096496.1,0,0,0,0
21636,ENSMUSG00000093994.1,2,0,7,3
21637,ENSMUSG00000095091.1,0,0,1,0
21638,ENSMUSG00000096291.1,0,0,1,0
21639,ENSMUSG00000093981.1,0,0,0,0
21640,ENSMUSG00000096913.1,0,0,0,0
21641,ENSMUSG00000095031.1,0,0,0,0
21642,ENSMUSG00000095713.1,0,1,1,0
21643,ENSMUSG00000093824.1,0,0,0,0
21644,ENSMUSG00000095491.1,0,0,0,1
21645,ENSMUSG00000095310.1,0,0,0,0
21646,ENSMUSG00000094565.1,0,0,0,0
21647,ENSMUSG00000095911.1,0,0,0,0
21648,ENSMUSG00000094723.1,0,0,0,0
21649,ENSMUSG00000095828.1,0,0,0,0
21650,ENSMUSG00000094667.1,0,0,0,0
21651,ENSMUSG00000096328.1,0,0,0,0
21652,ENSMUSG00000093830.1,0,0,0,0
21653,ENSMUSG00000096430.1,0,0,0,0
21654,ENSMUSG00000096683.1,0,0,0,0
21655,ENSMUSG00000094548.1,0,0,0,0
21656,ENSMUSG00000094919.1,0,0,0,0
21657,ENSMUSG00000094059.1,0,0,0,0
21658,ENSMUSG00000094888.1,0,0,0,0
21659,ENSMUSG00000095428.1,0,0,0,0
21660,ENSMUSG00000096390.1,0,0,0,0
21661,ENSMUSG00000094550.1,0,0,0,0
21662,ENSMUSG00000096161.1,0,0,0,0
21663,ENSMUSG00000094513.1,0,0,0,0
21664,ENSMUSG00000095372.1,0,0,0,0
21665,ENSMUSG00000094610.1,0,0,0,0
21666,ENSMUSG00000094604.1,0,0,0,1
21667,ENSMUSG00000096811.1,0,0,0,0
21668,ENSMUSG00000096048.1,0,0,0,0
21669,ENSMUSG00000077645.1,0,0,1,0
21670,ENSMUSG00000096648.1,0,0,0,0
21671,ENSMUSG00000094625.1,0,0,0,0
21672,ENSMUSG00000095581.1,0,0,0,0
21673,ENSMUSG00000094538.1,0,0,0,0
21674,ENSMUSG00000094364.1,0,0,0,0
21675,ENSMUSG00000095009.1,0,0,0,0
21676,ENSMUSG00000096041.1,0,1,0,0
21677,ENSMUSG00000095476.1,0,0,0,0
21678,ENSMUSG00000093943.1,0,0,0,0
21679,ENSMUSG00000094308.1,0,0,0,1
21680,ENSMUSG00000096605.1,0,0,0,0
21681,ENSMUSG00000093860.1,0,0,0,0
21682,ENSMUSG00000075726.1,0,0,0,1
21683,ENSMUSG00000094917.1,0,0,0,0
21684,ENSMUSG00000094587.1,0,0,0,0
21685,ENSMUSG00000096324.1,0,0,0,0
21686,ENSMUSG00000094049.1,0,0,0,0
21687,ENSMUSG00000095671.1,0,0,0,0
21688,ENSMUSG00000095997.1,0,0,0,0
21689,ENSMUSG00000095885.1,0,0,0,0
21690,ENSMUSG00000095314.1,0,0,0,0
21691,ENSMUSG00000093958.1,0,0,0,0
21692,ENSMUSG00000094765.1,0,0,0,0
21693,ENSMUSG00000096281.1,0,0,1,0
21694,ENSMUSG00000094213.1,0,0,0,0
21695,ENSMUSG00000096454.1,0,0,0,0
21696,ENSMUSG00000093870.1,0,0,0,0
21697,ENSMUSG00000093854.1,0,0,0,0
21698,ENSMUSG00000094524.1,0,0,0,0
21699,ENSMUSG00000094099.1,0,0,0,0
21700,ENSMUSG00000094093.1,0,0,0,0
21701,ENSMUSG00000096287.1,0,0,0,0
21702,ENSMUSG00000094912.1,0,0,0,0
21703,ENSMUSG00000094636.1,0,0,0,0
21704,ENSMUSG00000094567.1,0,0,0,0
21705,ENSMUSG00000094458.1,0,0,0,0
21706,ENSMUSG00000095628.1,0,0,0,0
21707,ENSMUSG00000096185.1,0,0,0,0
21708,ENSMUSG00000096447.1,0,0,0,0
21709,ENSMUSG00000096814.1,0,0,0,0
21710,ENSMUSG00000096306.1,0,0,0,0
21711,ENSMUSG00000096067.1,0,0,0,0
21712,ENSMUSG00000094032.1,0,0,0,0
21713,ENSMUSG00000096090.1,0,0,0,0
21714,ENSMUSG00000096595.1,0,0,0,0
21715,ENSMUSG00000095402.1,0,0,0,0
21716,ENSMUSG00000095764.1,0,0,0,0
21717,ENSMUSG00000075968.1,0,0,0,0
21718,ENSMUSG00000095924.1,0,0,0,0
21719,ENSMUSG00000094998.1,0,0,0,0
21720,ENSMUSG00000095357.1,0,0,0,0
21721,ENSMUSG00000095021.1,0,0,0,0
21722,ENSMUSG00000095660.1,0,0,0,0
21723,ENSMUSG00000094037.1,0,0,0,0
21724,ENSMUSG00000094438.1,0,0,0,0
21725,ENSMUSG00000096392.1,0,0,0,0
21726,ENSMUSG00000096821.1,0,0,0,0
21727,ENSMUSG00000095714.1,0,0,0,0
21728,ENSMUSG00000095945.1,0,0,0,0
21729,ENSMUSG00000094847.1,0,0,0,0
21730,ENSMUSG00000094148.1,0,0,0,0
21731,ENSMUSG00000096812.1,0,0,0,0
21732,ENSMUSG00000094129.1,0,0,0,0
21733,ENSMUSG00000095587.1,0,0,0,0
21734,ENSMUSG00000095182.1,0,0,0,0
21735,ENSMUSG00000094048.1,0,0,0,0
21736,ENSMUSG00000094442.1,0,0,0,0
21737,ENSMUSG00000096028.1,0,0,0,0
21738,ENSMUSG00000096136.1,0,0,0,0
21739,ENSMUSG00000094922.1,0,0,0,0
21740,ENSMUSG00000096565.1,0,0,0,0
21741,ENSMUSG00000096285.1,0,0,0,0
21742,ENSMUSG00000094753.1,0,0,0,0
21743,ENSMUSG00000094903.1,0,0,0,0
21744,ENSMUSG00000094554.1,0,0,0,0
21745,ENSMUSG00000095501.1,0,0,0,0
21746,ENSMUSG00000095511.1,0,0,0,0
21747,ENSMUSG00000094522.1,0,0,0,0
21748,ENSMUSG00000096359.1,0,0,0,0
21749,ENSMUSG00000094283.1,0,0,0,0
21750,ENSMUSG00000095220.1,0,0,0,0
21751,ENSMUSG00000094609.1,0,0,0,0
21752,ENSMUSG00000109575.1,21,29,34,32
21753,ENSMUSG00000093929.1,0,0,0,0
21754,ENSMUSG00000096019.1,0,0,0,0
21755,ENSMUSG00000094890.1,0,0,0,0
21756,ENSMUSG00000096431.1,0,1,0,0
21757,ENSMUSG00000096159.1,0,0,0,0
21758,ENSMUSG00000094581.1,5,2,4,10
21759,ENSMUSG00000094236.1,0,0,0,0
21760,ENSMUSG00000096248.1,0,0,0,0
21761,ENSMUSG00000094069.1,0,0,0,0
21762,ENSMUSG00000096148.1,0,0,0,0
21763,ENSMUSG00000094407.1,0,0,0,0
21764,ENSMUSG00000095734.1,0,0,0,0
21765,ENSMUSG00000094960.1,0,0,0,0
21766,ENSMUSG00000096231.1,0,0,0,0
21767,ENSMUSG00000096110.1,0,0,0,0
21768,ENSMUSG00000096502.1,0,0,0,0
21769,ENSMUSG00000096082.1,0,0,0,0
21770,ENSMUSG00000095060.1,0,0,0,0
21771,ENSMUSG00000094150.1,0,0,0,0
21772,ENSMUSG00000096677.1,0,0,0,0
21773,ENSMUSG00000096057.1,0,0,0,0
21774,ENSMUSG00000096305.1,0,0,0,0
21775,ENSMUSG00000095389.1,0,0,0,0
21776,ENSMUSG00000096095.1,0,0,0,0
21777,ENSMUSG00000095155.1,0,0,0,0
21778,ENSMUSG00000096660.1,0,0,0,0
21779,ENSMUSG00000095542.1,0,0,0,0
21780,ENSMUSG00000094994.1,0,0,0,0
21781,ENSMUSG00000094923.1,0,0,0,0
21782,ENSMUSG00000096070.1,0,0,0,0
21783,ENSMUSG00000096017.1,0,0,0,0
21784,ENSMUSG00000096865.1,1,0,0,0
21785,ENSMUSG00000094837.1,0,0,0,0
21786,ENSMUSG00000094109.1,0,0,0,0
21787,ENSMUSG00000094218.1,0,0,0,0
21788,ENSMUSG00000096302.1,0,0,0,0
21789,ENSMUSG00000095100.1,0,0,0,0
21790,ENSMUSG00000095045.1,0,0,0,0
21791,ENSMUSG00000095479.1,0,0,0,0
21792,ENSMUSG00000094060.1,0,0,0,0
21793,ENSMUSG00000093869.1,0,0,0,0
21794,ENSMUSG00000094831.1,0,0,0,0
21795,ENSMUSG00000095639.1,0,0,0,0
21796,ENSMUSG00000095618.1,0,0,0,0
21797,ENSMUSG00000094997.1,0,0,0,0
21798,ENSMUSG00000096845.1,1,0,0,0
21799,ENSMUSG00000095349.1,0,0,0,0
21800,ENSMUSG00000096868.1,0,0,0,0
21801,ENSMUSG00000096604.1,0,0,0,0
21802,ENSMUSG00000093802.1,0,0,0,0
21803,ENSMUSG00000096462.1,0,0,0,0
21804,ENSMUSG00000094287.1,0,0,0,0
21805,ENSMUSG00000093974.1,0,0,0,0
21806,ENSMUSG00000095641.1,0,0,0,0
21807,ENSMUSG00000095374.1,0,0,0,0
21808,ENSMUSG00000094987.1,0,0,0,0
21809,ENSMUSG00000094389.1,0,0,0,0
21810,ENSMUSG00000094573.1,0,0,0,0
21811,ENSMUSG00000096759.1,0,0,0,0
21812,ENSMUSG00000095458.1,0,0,0,0
21813,ENSMUSG00000096313.1,0,0,0,0
21814,ENSMUSG00000096190.1,0,0,0,0
21815,ENSMUSG00000094039.1,0,0,0,0
21816,ENSMUSG00000093971.1,0,0,0,0
21817,ENSMUSG00000094599.1,0,0,0,0
21818,ENSMUSG00000096475.1,0,0,0,0
21819,ENSMUSG00000096634.1,0,0,0,0
21820,ENSMUSG00000094642.1,0,0,0,0
21821,ENSMUSG00000095691.1,0,0,0,0
21822,ENSMUSG00000094274.1,0,0,0,0
21823,ENSMUSG00000077772.1,0,0,0,0
21824,ENSMUSG00000000948.16,440,567,919,818
21825,ENSMUSG00000077191.1,0,0,0,0
21826,ENSMUSG00000089375.1,0,0,0,0
21827,ENSMUSG00000102252.5,3028,4112,4051,5818
21828,ENSMUSG00000102627.1,0,0,0,0
21829,ENSMUSG00000108937.1,0,0,1,0
21830,ENSMUSG00000047370.5,4,4,12,12
21831,ENSMUSG00000109451.1,1,0,0,0
21832,ENSMUSG00000109220.1,0,0,0,0
21833,ENSMUSG00000109447.1,0,2,0,0
21834,ENSMUSG00000109222.1,20,23,30,34
21835,ENSMUSG00000109533.1,0,0,0,0
21836,ENSMUSG00000109121.1,17,47,8,22
21837,ENSMUSG00000108867.1,8,9,4,4
21838,ENSMUSG00000068151.7,3,23,13,5
21839,ENSMUSG00000108917.1,3,7,3,1
21840,ENSMUSG00000109006.2,140,307,64,157
21841,ENSMUSG00000059585.4,3,7,14,10
21842,ENSMUSG00000093101.1,0,0,2,0
21843,ENSMUSG00000096076.1,1,0,0,2
21844,ENSMUSG00000092847.1,0,1,0,2
21845,ENSMUSG00000096893.1,0,0,2,0
21846,ENSMUSG00000109554.1,261,215,414,440
21847,ENSMUSG00000095010.1,0,0,0,0
21848,ENSMUSG00000108824.1,16,21,37,30
21849,ENSMUSG00000093019.1,0,0,0,0
21850,ENSMUSG00000095292.1,0,0,0,2
21851,ENSMUSG00000092997.1,0,0,1,1
21852,ENSMUSG00000077869.1,0,0,0,0
21853,ENSMUSG00000094173.1,0,0,0,0
21854,ENSMUSG00000096189.1,0,0,0,0
21855,ENSMUSG00000093170.1,0,0,3,2
21856,ENSMUSG00000092921.1,0,0,0,0
21857,ENSMUSG00000077107.1,0,0,0,0
21858,ENSMUSG00000065568.1,1,0,0,0
21859,ENSMUSG00000109465.1,1,0,1,2
21860,ENSMUSG00000109394.1,577,547,964,966
21861,ENSMUSG00000109321.1,493,438,799,777
21862,ENSMUSG00000109178.1,156,128,276,241
21863,ENSMUSG00000093187.1,21,11,40,46
21864,ENSMUSG00000092850.1,1,0,0,0
21865,ENSMUSG00000077194.1,1,2,1,0
21866,ENSMUSG00000093108.1,1,2,0,5
21867,ENSMUSG00000094304.1,2,1,1,2
21868,ENSMUSG00000095154.1,0,2,1,0
21869,ENSMUSG00000045813.7,612,494,1078,915
21870,ENSMUSG00000108986.1,0,0,0,0
21871,ENSMUSG00000033585.5,5066,6493,6820,10453
21872,ENSMUSG00000056972.6,94,155,144,167
